miRNA	CD56_S4	CD14_S2	CD4_S4	CD14_S1	CD56_S1	CD19_S4	CD19_S3	CD19_S1	CD4_S3	CD14_S4	CD56_S3	CD56_S2	CD4_S1	CD19_S2	CD4_S2	CD14_S3
hsa-miR-4473	7	12	18	6	14	7	9	3	15	12	11	24	13	6	16	16
hsa-miR-6805-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-494-3p	13	7	9	18	24	7	5	9	0	25	20	23	6	8	0	20
hsa-miR-514b-3p	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
hsa-miR-4757-3p	2	1	1	0	0	0	0	2	2	0	5	1	4	0	3	1
hsa-miR-302b-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3915	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-219a-5p	15	23	18	19	15	4	8	2	11	20	21	21	5	5	5	44
hsa-miR-138-1-3p	0	0	0	0	2	3	7	1	1	0	1	1	0	13	0	0
hsa-miR-10b-5p	11	5	4	9	8	3	3	2	1	14	19	23	6	1	3	12
hsa-miR-718	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-31-3p	5	0	1	0	7	3	8	0	19	0	2	19	4	2	8	3
hsa-miR-628-5p	62	434	109	330	100	17	45	45	24	383	77	167	34	57	45	498
hsa-miR-372-3p	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6809-3p	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-3p	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-5696	17	2	6	1	9	0	10	4	10	6	10	24	11	6	19	1
hsa-miR-3684	4	5	4	12	8	0	1	0	2	3	5	4	4	0	3	7
hsa-miR-3692-3p	0	2	2	1	4	0	1	0	0	4	1	3	0	1	0	1
hsa-miR-4777-3p	5	5	2	3	20	2	1	0	2	9	7	29	2	1	1	7
hsa-miR-337-3p	2	4	0	2	5	1	1	2	0	8	5	7	1	0	0	1
hsa-miR-1302	0	4	1	3	2	0	0	0	0	5	3	2	2	0	1	1
hsa-miR-6754-3p	0	2	1	4	6	1	0	2	3	6	2	1	6	2	0	0
hsa-miR-4795-3p	2	1	4	2	11	0	2	6	1	5	7	7	2	5	6	5
hsa-miR-12127	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-1249-3p	5	20	8	8	23	3	4	4	1	11	1	28	2	5	0	17
hsa-miR-10a-3p	141	8	11	4	103	4	31	3	87	13	89	141	77	15	48	23
hsa-miR-6886-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4679	2	0	0	0	2	0	0	0	1	0	0	2	2	0	1	2
hsa-miR-152-5p	19	30	6	37	28	1	4	1	0	37	25	13	2	2	1	28
hsa-miR-541-5p	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4724-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6844	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-133a-3p	3	4	3	0	14	0	3	4	0	6	11	25	0	5	1	2
hsa-miR-329-5p	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-8076	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-588	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1
hsa-miR-135b-5p	12	0	2	0	20	0	1	2	4	1	7	32	3	1	1	0
hsa-miR-145-5p	7	22	2	5	13	10	2	0	0	23	7	13	1	8	0	19
hsa-miR-5004-3p	0	1	0	0	0	0	0	1	0	6	1	2	2	1	1	1
hsa-miR-448	0	2	0	5	0	0	0	1	1	5	0	0	1	0	0	9
hsa-miR-1282	187	126	141	101	225	130	264	347	141	142	169	256	74	249	194	155
hsa-miR-4282	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4782-3p	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-503-3p	0	9	0	7	3	0	0	0	2	2	0	0	2	0	0	2
hsa-miR-6739-3p	4	17	4	19	4	0	4	3	2	15	3	6	0	1	4	20
hsa-miR-5582-3p	0	4	2	6	2	2	0	0	0	1	3	3	0	1	0	8
hsa-miR-5006-3p	0	3	3	4	1	1	1	2	2	3	7	5	3	2	3	1
hsa-miR-6881-3p	0	0	0	2	2	1	1	0	0	0	1	0	0	1	0	3
hsa-miR-19a-5p	1	0	0	1	1	0	1	1	1	1	2	1	0	1	0	0
hsa-miR-1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-2053	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-624-3p	2	8	2	7	2	0	0	3	1	12	2	5	3	2	0	18
hsa-miR-4520-3p	0	0	3	0	0	2	1	0	4	1	0	0	2	1	5	0
hsa-miR-3618	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-188-3p	0	3	0	2	1	0	0	1	0	1	0	1	0	0	0	3
hsa-miR-520d-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-let-7f-1-3p	54	125	27	92	134	18	40	69	24	88	38	185	16	38	20	88
hsa-miR-3941	0	3	1	0	4	2	1	2	1	1	4	5	0	1	1	2
hsa-miR-181d-5p	1651	2186	1108	1457	940	310	522	91	1113	2626	1427	1825	1265	302	1132	3120
hsa-miR-100-5p	912	3313	751	5667	414	111	572	79	1140	3294	515	853	702	145	1061	5583
hsa-miR-507	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0
hsa-miR-4709-3p	1	7	1	13	4	1	0	2	2	12	2	2	2	1	1	8
hsa-miR-4477b	15	207	33	210	12	9	27	14	5	217	14	19	12	12	3	294
hsa-miR-518f-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8065	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-3185	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6503-5p	8	364	62	296	47	10	7	5	4	415	26	57	12	9	1	400
hsa-miR-548h-5p	3	3	1	2	3	0	0	1	0	2	2	5	1	0	3	3
hsa-miR-411-5p	23	20	21	55	25	17	5	10	1	85	48	22	25	9	1	18
hsa-miR-301a-3p	6	37	12	48	16	4	2	4	10	29	11	10	4	4	4	47
hsa-miR-302a-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-384	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-33a-3p	29	27	4	24	33	17	46	36	23	14	19	33	2	34	24	15
hsa-miR-362-3p	11	21	2	18	12	2	9	11	6	8	5	18	6	15	2	11
hsa-miR-548j-3p	107	27	7	32	58	6	40	4	10	31	96	71	11	3	4	78
hsa-miR-548a-3p	117	38	36	43	411	11	31	8	81	61	193	111	112	5	22	113
hsa-miR-6807-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3942-5p	4	6	4	17	9	5	9	8	6	21	8	10	5	2	1	28
hsa-miR-301b-5p	0	1	0	3	0	0	0	0	0	0	0	2	2	1	0	2
hsa-miR-3651	0	1	0	0	1	0	0	3	0	0	4	0	1	2	0	1
hsa-miR-545-5p	1	5	0	3	0	0	1	3	0	1	0	2	2	0	1	4
hsa-miR-550a-5p	41	73	18	40	57	9	29	22	13	39	27	46	42	25	12	110
hsa-miR-4512	2	0	1	3	4	3	1	2	1	9	0	1	0	1	0	12
hsa-miR-508-5p	4	0	35	1	7	4	3	0	6	2	3	2	35	1	3	0
hsa-miR-5193	12	6	13	0	13	19	4	24	9	6	8	17	8	10	10	5
hsa-miR-149-5p	1	3	3	1	4	2	1	1	1	4	1	9	1	1	0	2
hsa-miR-6819-3p	0	2	0	1	0	0	0	1	0	1	0	0	0	1	0	0
hsa-miR-3682-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-877-3p	1	1	0	0	2	1	0	1	0	3	1	0	0	1	0	2
hsa-miR-12128	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1
hsa-miR-5591-5p	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	2
hsa-miR-577	14	3	0	4	14	42	162	294	0	0	3	41	6	282	1	2
hsa-miR-1272	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-2278	3	7	3	4	3	0	1	0	2	5	1	3	0	0	0	7
hsa-miR-514a-5p	1	0	1	0	1	0	1	0	1	0	0	0	0	0	2	0
hsa-miR-598-5p	2	2	0	3	3	0	1	5	1	1	4	11	0	3	3	1
hsa-miR-542-5p	4	31	6	3	5	5	3	2	11	15	1	6	12	2	3	27
hsa-miR-1266-3p	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-18b-5p	18	16	2	13	23	8	11	12	9	10	22	23	6	12	7	3
hsa-miR-589-3p	6	8	2	10	22	3	7	5	5	20	7	22	3	8	7	7
hsa-miR-6514-3p	8	41	10	27	12	3	5	4	6	28	9	19	6	4	9	50
hsa-miR-6803-3p	6	2	10	0	9	2	1	5	12	4	5	16	1	11	6	2
hsa-miR-4742-5p	0	15	2	5	4	1	3	6	2	4	2	7	2	5	3	12
hsa-miR-1298-5p	51	165	85	480	34	18	18	3	13	483	57	29	40	2	1	615
hsa-miR-9901	0	2	1	0	0	1	0	0	2	3	0	1	2	1	0	2
hsa-miR-5009-3p	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-548f-3p	83	368	106	517	137	34	96	90	36	600	130	139	81	40	47	648
hsa-miR-493-5p	60	107	55	230	95	68	31	30	5	328	100	108	98	19	7	98
hsa-miR-599	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-654-3p	22	15	23	55	42	21	9	5	0	104	48	26	14	8	1	30
hsa-miR-3688-3p	3	19	5	18	7	5	3	2	3	34	3	12	2	2	1	31
hsa-miR-133a-5p	1	0	0	0	2	0	0	2	0	0	1	4	0	0	0	0
hsa-miR-579-3p	6	11	6	10	10	7	9	10	3	27	4	8	4	16	4	17
hsa-miR-7852-3p	0	0	0	0	0	1	7	7	0	0	1	1	1	4	0	1
hsa-miR-4789-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-5p	1	6	0	2	1	1	3	1	1	15	3	3	1	0	0	16
hsa-miR-548aq-5p	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0
hsa-miR-548ae-3p	11	11	7	13	7	11	22	10	6	12	17	18	2	7	6	15
hsa-miR-548b-3p	1	3	4	3	0	0	1	0	11	0	2	8	8	1	15	0
hsa-miR-548ac	6	24	4	3	5	3	5	0	5	4	9	15	6	4	1	15
hsa-miR-520h	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-616-5p	16	25	10	15	41	7	13	34	9	8	15	50	8	24	12	13
hsa-miR-1468-3p	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
hsa-miR-606	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
hsa-miR-548ai	0	7	2	3	5	0	4	2	1	3	4	7	0	10	6	4
hsa-miR-548n	1	11	1	2	4	0	1	1	1	11	0	3	2	0	0	16
hsa-miR-548ay-3p	11	40	15	53	44	4	9	13	8	43	20	47	38	17	21	39
hsa-miR-5590-3p	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4662a-5p	10	18	25	37	14	13	34	67	4	70	30	38	14	50	6	21
hsa-miR-6761-3p	1	2	0	0	0	1	1	0	0	9	0	2	0	1	0	8
hsa-miR-1292-5p	13	18	19	11	11	10	6	8	15	40	10	12	6	12	9	22
hsa-miR-499b-5p	0	2	0	0	0	0	1	0	0	2	1	0	0	0	0	0
hsa-miR-548aa	12	33	7	35	23	3	5	17	11	28	14	33	6	14	14	46
hsa-miR-504-5p	3	4	7	15	7	1	2	1	0	21	3	2	4	0	0	64
hsa-miR-514b-5p	0	0	0	3	0	0	0	0	1	1	0	1	0	0	0	1
hsa-miR-4700-3p	0	1	0	1	0	0	0	0	0	3	0	0	1	0	0	1
hsa-miR-3617-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
hsa-miR-1283	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6722-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0	0	0	4	0	0	0	2	1	1	0	0	0	0	1	0
hsa-miR-1912-3p	0	1	0	2	0	0	0	0	0	3	0	0	0	2	0	1
hsa-miR-520g-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-620	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-376b-3p	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	1
hsa-miR-20a-3p	48	155	43	167	58	14	49	84	61	147	46	73	54	70	58	182
hsa-miR-190b-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1256	3	5	0	6	4	0	1	1	0	2	2	3	2	0	0	5
hsa-miR-499a-3p	0	0	1	0	0	1	0	4	1	0	1	1	0	2	1	1
hsa-miR-3616-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4751	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0
hsa-miR-7848-3p	3	2	0	5	6	0	2	0	1	13	6	4	0	1	0	14
hsa-miR-548o-3p	736	1640	487	1806	897	232	608	462	367	1550	1005	1183	579	273	441	1992
hsa-miR-6828-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4529-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6789-3p	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0
hsa-miR-551a	3	18	4	16	7	0	2	3	2	28	4	4	1	0	1	38
hsa-miR-6778-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-1234-3p	0	0	1	0	0	0	0	0	1	2	0	0	1	1	0	2
hsa-miR-1537-3p	0	4	2	3	0	0	4	4	0	7	1	1	1	3	1	1
hsa-miR-6802-3p	7	10	4	2	8	2	4	4	4	3	8	14	1	9	7	1
hsa-miR-3944-5p	0	2	2	0	1	0	2	3	1	6	0	2	1	1	1	1
hsa-miR-548am-3p	6	17	4	25	5	3	4	4	2	16	9	7	5	0	4	19
hsa-miR-614	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
hsa-miR-5009-5p	2	18	8	16	6	1	5	5	5	21	3	7	5	2	1	14
hsa-miR-96-5p	1	1	0	2	7	4	4	8	1	0	3	9	1	5	2	1
hsa-miR-7109-3p	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-7843-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6822-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-301a-5p	21	103	22	115	36	5	9	17	7	130	24	68	12	13	8	156
hsa-miR-10396b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6893-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-450a-2-3p	5	40	4	22	2	0	1	0	7	9	0	5	8	1	1	39
hsa-miR-6885-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-3115	0	1	1	1	1	0	1	2	0	3	0	0	0	1	0	1
hsa-miR-6755-5p	1	4	4	3	3	0	1	1	1	3	2	1	0	3	3	10
hsa-miR-3927-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4747-3p	0	2	0	3	1	0	0	0	0	2	0	0	0	0	0	3
hsa-miR-1296-5p	3	9	8	10	19	0	1	4	3	59	9	12	4	3	0	42
hsa-miR-548q	6	4	4	8	8	2	7	5	9	9	5	8	4	6	8	6
hsa-miR-5010-3p	2	26	10	11	1	9	5	14	1	32	4	8	4	27	0	28
hsa-miR-548ar-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196a-3p	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-3686	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
hsa-miR-5697	2	8	3	2	2	1	2	1	2	1	1	6	0	1	1	6
hsa-miR-3143	0	25	8	29	2	2	4	5	3	34	2	6	6	2	1	30
hsa-miR-548ay-5p	9	48	17	35	14	5	3	6	4	47	13	16	8	6	2	60
hsa-miR-548au-5p	0	0	0	1	0	0	1	0	0	1	1	4	1	1	0	1
hsa-miR-1284	18	112	16	72	36	2	22	33	3	42	7	51	20	17	8	108
hsa-miR-5585-5p	1	1	2	0	1	2	0	1	1	2	0	1	1	0	2	4
hsa-miR-618	65	2504	489	1833	163	49	39	14	3	2483	165	239	93	44	1	2659
hsa-miR-6853-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6833-3p	6	6	8	3	1	4	2	3	10	22	5	7	4	3	5	12
hsa-miR-6731-3p	10	0	1	0	41	5	2	5	3	1	5	31	4	4	2	1
hsa-miR-5000-5p	1	2	3	1	1	1	1	4	2	3	2	3	1	1	2	3
hsa-miR-4670-3p	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3659	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-4774-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-597-5p	0	1	1	1	2	0	0	0	1	3	0	2	0	1	0	1
hsa-miR-4772-5p	494	11	6	9	860	41	48	0	14	35	1014	507	28	18	8	56
hsa-miR-365a-3p	17	65	19	33	34	29	29	61	28	40	8	86	31	57	41	39
hsa-miR-3157-3p	48	64	19	49	42	20	37	41	15	42	49	46	18	23	11	63
hsa-miR-208b-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-27b-5p	74	86	53	151	135	32	69	147	48	126	46	109	106	46	73	170
hsa-miR-4646-3p	0	1	1	0	0	0	0	0	0	1	0	2	1	0	0	0
hsa-miR-367-3p	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-380-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-135a-5p	1	0	0	0	6	0	1	0	0	0	1	5	0	0	1	0
hsa-miR-603	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-3913-3p	0	1	1	2	0	0	2	0	0	0	0	1	0	0	0	0
hsa-miR-4693-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-548ae-5p	3	4	2	2	6	1	1	4	3	6	6	10	4	4	6	3
hsa-miR-548b-5p	8	19	11	45	11	2	7	6	32	13	3	32	21	8	52	25
hsa-miR-454-3p	125	257	118	233	249	45	128	163	144	321	102	355	108	195	177	280
hsa-miR-455-3p	5	6	3	1	3	5	7	10	16	3	5	26	8	18	36	5
hsa-miR-381-3p	30	43	33	65	47	39	17	18	7	207	88	46	60	9	3	49
hsa-miR-3678-5p	2	1	0	1	3	3	1	2	3	0	2	6	1	0	0	0
hsa-miR-18a-3p	67	423	169	144	118	36	65	78	58	462	117	133	90	82	48	421
hsa-miR-7111-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-5690	3	5	3	5	5	2	2	1	7	11	2	10	4	1	8	4
hsa-miR-98-3p	27	142	18	105	83	13	19	31	10	90	24	111	14	16	4	105
hsa-miR-4796-5p	8	11	2	7	5	1	14	5	5	3	13	9	6	2	4	11
hsa-miR-190a-3p	0	0	0	0	2	1	0	1	0	0	0	4	1	0	0	0
hsa-miR-3128	1	8	1	17	7	0	1	1	6	16	3	6	0	2	1	12
hsa-miR-4659b-3p	0	1	0	4	5	0	1	0	0	8	2	0	0	0	0	6
hsa-miR-498-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-940	3	6	0	2	11	0	2	1	1	2	1	11	4	2	0	3
hsa-miR-4424	5	3	1	1	6	35	49	48	0	7	8	3	0	13	0	3
hsa-miR-7106-3p	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	1
hsa-miR-4709-5p	0	8	1	4	0	1	1	1	0	1	0	0	0	2	0	5
hsa-miR-136-3p	2	3	2	4	4	2	0	1	0	6	7	3	2	0	2	0
hsa-miR-6793-3p	0	1	0	0	1	0	0	1	0	0	1	3	1	0	0	2
hsa-miR-6839-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-550a-3p	1	5	3	2	20	0	4	5	0	4	0	12	1	3	1	5
hsa-miR-135b-3p	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
hsa-miR-100-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6889-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-649	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-515-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-561-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548aj-3p	12	7	5	7	6	2	12	13	10	10	18	16	7	8	11	7
hsa-miR-570-3p	8	22	8	18	22	3	3	13	3	14	12	33	13	8	10	17
hsa-miR-302a-5p	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
hsa-miR-513c-5p	4	0	9	0	3	3	4	0	9	1	3	9	17	3	2	0
hsa-miR-6786-3p	4	2	2	0	2	0	0	3	1	5	1	3	0	1	2	1
hsa-miR-371b-5p	8	347	38	238	26	7	7	4	0	225	22	45	22	8	1	311
hsa-miR-34b-3p	0	9	4	4	1	1	0	1	3	3	0	0	0	0	2	0
hsa-miR-379-3p	0	2	1	3	2	4	0	1	0	4	4	10	2	1	0	0
hsa-miR-4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4477a	10	4	0	6	10	0	9	4	2	1	0	5	5	1	3	19
hsa-miR-144-5p	23	21	16	35	55	21	17	36	4	41	18	24	18	24	7	24
hsa-miR-4517	2	0	1	1	2	3	2	0	1	1	2	2	1	2	2	4
hsa-miR-617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6854-3p	1	27	5	30	3	0	0	0	0	19	2	2	0	0	2	20
hsa-miR-5196-3p	2	0	0	2	2	20	16	27	0	1	0	4	1	24	0	2
hsa-miR-1306-5p	7	6	5	1	14	3	0	0	3	4	6	6	3	3	3	5
hsa-miR-6821-3p	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6827-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1228-3p	0	5	6	4	0	0	1	0	0	6	0	1	0	0	0	5
hsa-miR-6782-3p	1	0	0	0	0	0	1	0	1	0	1	0	1	3	0	1
hsa-miR-10401-3p	0	2	1	1	1	0	0	0	1	5	0	0	1	1	1	0
hsa-miR-509-3-5p	67	6	681	18	136	95	30	7	149	60	184	73	659	13	64	15
hsa-miR-34b-5p	0	0	0	0	0	0	1	0	3	0	0	1	1	0	4	1
hsa-miR-548aw	3	0	3	0	2	0	6	3	9	3	1	5	5	9	13	0
hsa-miR-3928-5p	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0
hsa-miR-6741-3p	1	0	0	0	0	2	0	0	0	2	0	2	0	4	0	1
hsa-miR-548bb-5p	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
hsa-miR-655-3p	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0
hsa-miR-6798-3p	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-139-5p	69	46	35	16	67	49	29	21	10	145	85	85	18	17	8	94
hsa-miR-6515-3p	2	6	2	2	8	1	2	7	1	2	0	9	2	3	5	1
hsa-miR-432-5p	16	18	15	27	27	16	5	4	5	66	33	43	28	1	0	10
hsa-miR-491-3p	1	4	1	4	2	0	0	0	1	0	2	2	1	0	1	6
hsa-miR-4804-3p	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-636	0	2	1	0	2	0	0	1	0	0	0	1	3	0	1	0
hsa-miR-6509-3p	1	1	0	1	1	0	1	0	1	0	1	3	2	0	1	1
hsa-miR-320a-5p	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-6738-3p	5	42	7	18	9	6	4	4	4	37	7	5	5	2	2	53
hsa-miR-8067	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6499-3p	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4457	1	0	12	0	1	4	1	0	2	6	1	1	0	0	0	0
hsa-miR-548g-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-4765	0	3	0	3	2	0	0	1	0	5	1	1	0	0	1	1
hsa-miR-19b-1-5p	6	8	3	3	3	6	15	16	16	14	5	10	8	11	13	4
hsa-miR-19b-2-5p	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3529-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-7-2-3p	1	0	1	0	1	0	0	3	1	1	1	1	0	2	1	1
hsa-miR-4999-3p	1	2	0	1	0	0	0	0	0	1	2	6	3	4	0	0
hsa-miR-6511b-3p	1	1	2	0	0	3	1	2	0	1	0	4	2	4	1	1
hsa-miR-454-5p	60	291	82	276	99	23	38	34	29	242	66	140	35	30	25	339
hsa-miR-1267	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-let-7e-3p	1	7	11	0	1	0	1	1	8	5	2	5	10	1	6	1
hsa-miR-518d-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-219b-5p	3	5	3	6	3	1	3	1	1	5	0	16	1	3	2	13
hsa-miR-6508-3p	1	0	0	1	1	0	2	1	1	2	0	1	1	0	1	0
hsa-miR-545-3p	6	13	2	11	7	2	6	2	0	7	5	11	5	5	2	10
hsa-miR-885-5p	3	5	2	1	3	2	0	0	2	1	1	5	4	1	0	3
hsa-let-7a-2-3p	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-411-3p	3	3	1	1	1	2	3	3	0	4	6	8	2	1	2	2
hsa-miR-449b-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-548x-3p	0	0	0	1	0	1	0	1	0	0	1	3	0	0	0	0
hsa-miR-548y	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
hsa-miR-4639-3p	0	3	0	1	1	0	1	0	1	1	1	1	1	2	0	0
hsa-miR-5187-3p	1	1	2	6	4	0	0	3	0	3	2	1	2	2	2	6
hsa-miR-548p	0	8	1	14	0	0	0	0	0	8	0	0	3	0	2	13
hsa-miR-4423-3p	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-548at-3p	1	8	2	8	1	2	1	3	1	2	1	3	2	2	0	5
hsa-miR-186-3p	2	4	2	2	3	0	2	3	4	2	0	9	3	7	4	1
hsa-miR-487b-3p	3	1	2	3	11	5	6	1	1	15	8	9	3	4	1	2
hsa-miR-1197	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4536-3p	2	0	0	1	3	1	3	9	2	3	3	5	0	6	6	1
hsa-miR-374c-3p	0	0	0	1	1	3	0	1	0	0	1	2	2	0	1	0
hsa-miR-6829-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
